id;sku;title;price;compareAtPrice;inventoryQuantity;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46355517767975;BR05849T;GG;3900.0;3900.0;5;gid://shopify/Product/8577776419111;Brinco Rock&Hot De Prata Com Ouro Amarelo - GG;5.0;1.0;2;BR05849T
gid://shopify/ProductVariant/46355517899047;CL04336;Default Title;4700.0;4700.0;5;gid://shopify/Product/8577776550183;Colar Rock&Hot De Prata Com Ouro Amarelo;5.0;1.0;2;CL04336
gid://shopify/ProductVariant/46355517931815;PU01915T;M;3100.0;3100.0;5;gid://shopify/Product/8577776582951;Pulseira Rock&Hot De Prata Com Ouro Amarelo - M;5.0;1.0;3;PU01915T
gid://shopify/ProductVariant/46355519308071;BR06155T;M;8900.0;7800.0;5;gid://shopify/Product/8577777893671;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Rubi;5.0;1.0;2;BR06155T
gid://shopify/ProductVariant/46355519373607;BR06159T;P;6900.0;5900.0;5;gid://shopify/Product/8577777959207;Brinco Ear Cuff Rock Star - P | Ouro Branco 18K com Ródio Negro e Diamantes Negros;5.0;1.0;2;BR06159T
gid://shopify/ProductVariant/46355519865127;BR06172T;Default Title;8500.0;7000.0;5;gid://shopify/Product/8577778417959;Brinco Rock Star | Ouro Branco 18K Com Ródio Negro, Diamantes e Rubis;5.0;1.0;2;BR06172T
gid://shopify/ProductVariant/46355521208615;BR06178T;M;10900.0;9500.0;5;gid://shopify/Product/8577779171623;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Esmeraldas;5.0;1.0;2;BR06178T
gid://shopify/ProductVariant/46355521274151;BR06179T;M;8900.0;7800.0;5;gid://shopify/Product/8577779204391;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Safiras;5.0;1.0;2;BR06179T
gid://shopify/ProductVariant/46355521339687;BR06192T;P;9900.0;7800.0;5;gid://shopify/Product/8577779269927;Brinco Ear Cuff Rock Star - P | Ouro Branco 18K com Ródio Negro e Diamantes;5.0;1.0;2;BR06192T
gid://shopify/ProductVariant/46355521503527;BR06252T;M;8900.0;7800.0;5;gid://shopify/Product/8577779433767;Brinco Ear Cuff Rock Star - M | Ouro Branco 18K com Ródio Negro e Safiras;5.0;1.0;1;BR06252T
gid://shopify/ProductVariant/46355521601831;BR06152T;Default Title;9450.0;13500.0;5;gid://shopify/Product/8577779532071;Brinco Rock Star De Ouro Branco 18K E Diamante;5.0;1.0;2;BR06152T
gid://shopify/ProductVariant/46355523174695;PU01999T;P;22500.0;19500.0;5;gid://shopify/Product/8577780908327;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante Negro;15.0;3.0;3;PU01999T
gid://shopify/ProductVariant/46355523895591;PU02001T;P;21500.0;18500.0;5;gid://shopify/Product/8577781530919;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Safira;15.0;3.0;3;PU02001T
gid://shopify/ProductVariant/46355524452647;PU02003T;P;22500.0;19500.0;5;gid://shopify/Product/8577782022439;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Esmeralda;15.0;3.0;3;PU02003T
gid://shopify/ProductVariant/46355525271847;PU02006T;P;28900.0;25000.0;5;gid://shopify/Product/8577782710567;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Diamante;15.0;3.0;3;PU02006T
gid://shopify/ProductVariant/46355525501223;PU03422T;P;21500.0;18500.0;5;gid://shopify/Product/8577782972711;Pulseira Rock Star De Ouro Branco 18K Com Ródio Negro E Rubi;15.0;3.0;3;PU03422T
